idx,text,dominant_topic,votes,score,reason,topic_confidence,umap_distance,umap_zscore,dbscan_noise,isolation_forest,oneclass_svm_flag,explanation_gpt
467,"a lake with a city in the background, vancouver, whistler, beautiful cityscape background, cities flourishing, british columbia, low res, by Ancell Stronach, parks and public space, highrise buildings, mountains surrounding, tall buildings, inspired by Maxwell Gordon Lightfoot, city in backround, tall buildings in background, inspired by William Crosbie, blog-photo",2,3,4,multi_detector,0.4818933638218055,5.166214,0.083040655,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
992,"a plane flying over a mountain range, aeroplane, canada, air, plane, aircraft, the other is used for flight, realistic aircraft, ascendent plane, cad, airplane in the sky, flight, realistic aircrafts, can, canadian maple leaves, flying aircrafts, speedy aircraft, air technology, long wings, langoliers, real aircrafts references",1,3,4,multi_detector,0.4380412846505385,2.9508884,-0.85515517,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
512,"a lake surrounded by mountains and trees, lakeside mountains, banff national park, mountains and lakes, mountain lakes, rocky mountains and a river, mountain lake, spectacular rocky mountains, lake blue, rocky mountains, scenic mountain setting, breathtaking mountains, beautiful mountains, a lake between mountains, spectacular mountains, mountain range, teal landscape, british columbia, mountain water, behind that turquoise mountains",1,3,3,multi_detector,0.8730565329689404,9.085519,1.7428759,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1539,"niagara falls and niagara river, beautiful stunning waterfall, niagara falls, beautiful waterfall, huge waterfalls, waterfall(beautiful, immense waterfall, beautiful water, water fall, vibrant water river, waterfals, white water rapids, waterfalls and lakes, waterfall falling into a lake, water cascading, a river flowing with waterfall, several waterfalls, water jets, water flowing",3,3,3,multi_detector,0.7227735874852793,10.568019,2.3707182,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1543,"niagara falls in autumn, beautiful stunning waterfall, waterfall(beautiful, beautiful waterfall, niagara falls, immense waterfall, stunning waterfall, huge waterfalls, a river flowing with waterfall, huge waterfall, waterfall falling down, waterfall falling into a lake, water cascading, peaceful beautiful waterfall, water fall, several waterfalls, waterfall background, water falls, multiple waterfalls, an endless waterfall",3,3,3,multi_detector,0.9817148732895437,10.559609,2.367157,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
520,"niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara, niagara falls, beautiful stunning waterfall, beautiful waterfall, waterfall(beautiful, waterfalls and lakes, huge waterfalls, immense waterfall, lakes and waterfalls, a river flowing with waterfall, peaceful beautiful waterfall, water falls, several waterfalls",3,3,3,multi_detector,0.9823614132419249,12.713201,3.279208,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1544,"a lake surrounded by mountains and trees, lakeside mountains, banff national park, mountains and lakes, mountain lakes, rocky mountains and a river, mountain lake, spectacular rocky mountains, lake blue, rocky mountains, scenic mountain setting, breathtaking mountains, beautiful mountains, a lake between mountains, spectacular mountains, mountain range, teal landscape, british columbia, mountain water, behind that turquoise mountains",1,3,3,multi_detector,0.8730565329689404,9.043069,1.7248982,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1019,"a lake surrounded by mountains and trees, lakeside mountains, banff national park, mountains and lakes, mountain lakes, rocky mountains and a river, mountain lake, spectacular rocky mountains, lake blue, rocky mountains, scenic mountain setting, breathtaking mountains, beautiful mountains, a lake between mountains, spectacular mountains, mountain range, teal landscape, british columbia, mountain water, behind that turquoise mountains",1,3,3,multi_detector,0.8730565329689404,9.057262,1.7309092,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1558,"the victoria falls in victoria falls national park, victoria falls, victoria falls, victoria falls, victoria falls, victoria falls, victoria falls, victoria falls, huge waterfalls, immense waterfall, niagara falls, beautiful stunning waterfall, huge waterfall, beautiful waterfall, waterfall(beautiful, waterfall falling into a lake, several waterfalls, water falls, stunning waterfall, water fall",3,3,3,multi_detector,0.9824141571394395,12.720351,3.2822363,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
2081,"the bridge over the river with a waterfall in the background, quebec, beautiful stunning waterfall, with waterfalls, huge waterfalls, with a waterfalls, waterfalls in the background, niagara falls, with waterfalls and river, beautiful waterfall, huge waterfall, multiple waterfalls, waterfalls, several waterfalls, immense waterfall, waterfall(beautiful, with trees and waterfalls, waterfall in background",3,3,3,multi_detector,0.8383412474596976,10.586895,2.3787124,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1571,"the water is green, niagara falls, 3 boat in river, waterfall falling into a lake, beautiful stunning waterfall, immense waterfall, the photo was taken from a boat, waterfall falling down, beautiful waterfall, huge waterfalls, water fall, white water rapids, huge waterfall, waterfall(beautiful, a river flowing with waterfall, with a waterfalls, water falls, with waterfalls",3,3,3,multi_detector,0.7931570473410032,10.554539,2.3650095,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1077,"niagara falls, niagara, niagara, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, immense waterfall, huge waterfalls, beautiful stunning waterfall, huge waterfall, niagara falls, beautiful waterfall, waterfall(beautiful, waterfall falling into a lake, stunning waterfall, a river flowing with waterfall, water fall, waterfall falling down, waterfall!!!!!, water falls",3,3,3,multi_detector,0.9820298025670752,12.712357,3.2788506,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
566,"niagara falls from the air, niagara falls, very beautiful!! aerial shot, huge waterfalls, immense waterfall, huge waterfall, waterfall falling into a lake, waterfall falling down, beautiful stunning waterfall, photo taken from above, color aerial photo drone, bad drone camera, aerial shot, aerial footage, waterfall(beautiful, hd aerial photography, multiple waterfalls, aerial photography, top down photo",3,3,3,multi_detector,0.9820058952289332,10.799081,2.4685736,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
58,"mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora, banff national park, mountain lake, lakeside mountains, mountains and lakes, mountain lakes, spectacular rocky mountains, rocky mountains and a river, british columbia, beautiful mountains, beautiful lake background, scenic mountain setting, rocky mountains",1,3,3,multi_detector,0.6178795060258344,16.620022,4.933757,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1603,"niagara falls and niagara hotel, immense waterfall, huge waterfall, huge waterfalls, beautiful stunning waterfall, niagara falls, beautiful waterfall, waterfall falling into a lake, water fall, waterfall(beautiful, stunning waterfall, waterfall falling down, water falls, fountain of water, an endless waterfall, massive river, high waterfalls, water cascading, a river flowing with waterfall",3,3,3,multi_detector,0.9814887453353558,10.600837,2.3846169,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
2115,"a large waterfall, niagara falls, immense waterfall, mist from waterfall, huge waterfalls, water cascading, huge waterfall, cascading waterfalls, multiple waterfalls, waterfall. fog, several waterfalls, water mists, waterfall falling down, waterfall background, high waterfalls, beautiful stunning waterfall, ancient monument waterfall, water falls, waterfall in background, waterfalls and lakes",3,3,3,multi_detector,0.932751004004796,10.42808,2.3114536,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1608,"niagara falls and niagara river, niagara falls, beautiful stunning waterfall, huge waterfalls, vibrant water river, a river flowing with waterfall, waterfall falling into a lake, beautiful waterfall, white water rapids, waterfalls and lakes, immense waterfall, lakes and waterfalls, floating waterfalls, multiple waterfalls, waterfall(beautiful, river with stunning water, peaceful beautiful waterfall, several waterfalls",3,3,3,multi_detector,0.7976493613764191,10.593011,2.3813026,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1099,"niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara, niagara falls, beautiful stunning waterfall, beautiful waterfall, waterfall(beautiful, waterfalls and lakes, huge waterfalls, lakes and waterfalls, immense waterfall, water falls, stunning waterfall, waterfall falling into a lake, a river flowing with waterfall",3,3,3,multi_detector,0.9826569960680784,12.698897,3.2731507,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1103,"niagara falls in niagara, ontario, niagara falls, waterfalls and lakes, a river flowing with waterfall, beautiful stunning waterfall, huge waterfalls, lakes and waterfalls, inspired by Henry Carr, multiple waterfalls, several waterfalls, ancient ruins and waterfalls, cascading waterfalls, panoramic photography, national geography photography, high waterfalls, waterfalls in the background, white water rapids, huge waterfall",3,3,3,multi_detector,0.9812271889804083,10.763702,2.4535909,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1615,"a waterfall in the middle of a forest, beautiful stunning waterfall, with trees and waterfalls, beautiful waterfall, with a waterfalls, with waterfalls, peaceful beautiful waterfall, huge waterfalls, forest and waterfall, immense waterfall, water falls, huge waterfall, waterfalls and lakes, waterfall(beautiful, lakes and waterfalls, water fall, an endless waterfall, waterfall in background",3,3,3,multi_detector,0.7626164731198559,10.532379,2.355625,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1627,"niagara falls, niagara, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara, niagara falls, beautiful stunning waterfall, beautiful waterfall, waterfall(beautiful, huge waterfalls, immense waterfall, waterfall falling into a lake, water fall, waterfalls and lakes, a river flowing with waterfall, huge waterfall, several waterfalls, stunning waterfall, with a waterfalls",3,3,3,multi_detector,0.9815474884487945,12.720912,3.2824738,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
101,"a lake surrounded by mountains and trees, lakeside mountains, banff national park, mountains and lakes, mountain lakes, rocky mountains and a river, mountain lake, spectacular rocky mountains, lake blue, rocky mountains, scenic mountain setting, breathtaking mountains, beautiful mountains, a lake between mountains, spectacular mountains, mountain range, teal landscape, british columbia, mountain water, behind that turquoise mountains",1,3,3,multi_detector,0.8730565329689404,9.030018,1.7193711,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1641,"niagara falls in niagara, ontario, niagara falls, beautiful stunning waterfall, a river flowing with waterfall, waterfall(beautiful, beautiful waterfall, waterfalls and lakes, with waterfalls and river, lakes and waterfalls, scenic view of river, water fall, huge waterfalls, really beautiful nature, peaceful beautiful waterfall, with a waterfalls, with waterfalls, vibrant water river, high waterfalls",3,3,3,multi_detector,0.7500341162052556,10.873822,2.5002267,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
623,"niagara falls, niagara, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara, niagara falls, waterfalls and lakes, lakes and waterfalls, several waterfalls, multiple waterfalls, waterfalls in the background, beautiful stunning waterfall, huge waterfalls, waterfall falling into a lake, ancient ruins and waterfalls, water falls, waterfalls, high waterfalls",3,3,3,multi_detector,0.9509176342907855,12.779332,3.307215,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1647,"niagara falls in niagara, ontario, niagara falls, waterfalls and lakes, a river flowing with waterfall, beautiful stunning waterfall, huge waterfalls, lakes and waterfalls, inspired by Henry Carr, multiple waterfalls, several waterfalls, ancient ruins and waterfalls, cascading waterfalls, panoramic photography, national geography photography, high waterfalls, waterfalls in the background, white water rapids, huge waterfall",3,3,3,multi_detector,0.9812271889804083,10.795187,2.4669247,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
626,"niagara falls in niagara, ontario, niagara falls, beautiful stunning waterfall, a river flowing with waterfall, waterfall(beautiful, beautiful waterfall, waterfalls and lakes, with waterfalls and river, lakes and waterfalls, scenic view of river, water fall, huge waterfalls, really beautiful nature, peaceful beautiful waterfall, with a waterfalls, with waterfalls, vibrant water river, high waterfalls",3,3,3,multi_detector,0.7500341162052556,10.857989,2.4935215,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1139,"niagara falls in autumn, niagara falls, beautiful stunning waterfall, immense waterfall, huge waterfalls, huge waterfall, beautiful waterfall, waterfall falling into a lake, waterfall(beautiful, water fall, stunning waterfall, waterfall falling down, a river flowing with waterfall, high waterfalls, water falls, with a waterfalls, an endless waterfall, (waterfall), water splashing cascading",3,3,3,multi_detector,0.980686664283682,10.558237,2.3665757,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1140,"niagara falls, niagara, ontario, niagara falls, beautiful stunning waterfall, huge waterfalls, immense waterfall, waterfall falling into a lake, huge waterfall, a river flowing with waterfall, beautiful waterfall, stunning waterfall, waterfall(beautiful, ancient monument waterfall, multiple waterfalls, waterfalls and lakes, cascading waterfalls, several waterfalls, high waterfalls, floating waterfalls, water falls",3,3,3,multi_detector,0.9814934898242769,10.795592,2.4670963,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
127,"mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora, lakeside mountains, mountains and lakes, banff national park, spectacular rocky mountains, mountain lakes, mountain ranges, rocky mountains and a river, spectacular mountains, breathtaking mountains, mountain lake, beautiful mountains, mountain range, a lake between mountains",1,3,3,multi_detector,0.6466900716777351,16.627934,4.937107,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
643,"a large body of water with a small island in the background, niagara falls, waterfalls and lakes, group of seven, lakes and waterfalls, a river flowing with waterfall, waterfall(beautiful, beautiful stunning waterfall, panoramic photography, inspired by Henry Carr, national geography photography, waterfall falling into a lake, water splashes cascades, beautiful waterfall, waterfall background, white water rapids",3,3,3,multi_detector,0.7322610205577016,10.676973,2.4168608,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1667,"niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara, niagara falls, beautiful stunning waterfall, beautiful waterfall, waterfall(beautiful, waterfalls and lakes, huge waterfalls, lakes and waterfalls, immense waterfall, water falls, stunning waterfall, waterfall falling into a lake, a river flowing with waterfall",3,3,3,multi_detector,0.9826569960680784,12.708376,3.2771647,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
656,"niagara falls in niagara, ontario, niagara falls, waterfalls and lakes, a river flowing with waterfall, beautiful stunning waterfall, huge waterfalls, lakes and waterfalls, inspired by Henry Carr, multiple waterfalls, several waterfalls, ancient ruins and waterfalls, cascading waterfalls, panoramic photography, national geography photography, high waterfalls, waterfalls in the background, white water rapids, huge waterfall",3,3,3,multi_detector,0.9812271889804083,10.776231,2.4588966,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
2192,"a group of people standing in front of a waterfall, niagara falls, with yellow cloths, wall of water either side, immense waterfall, water running down the walls, huge waterfalls, huge waterfall, waterfall falling down, water jets, water falls, several waterfalls, waterfall!!!!!, under waterfall, high waterfalls, multiple waterfalls, water cascading, falling water",3,3,3,multi_detector,0.7976832376951924,10.468398,2.3285286,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
663,"niagara falls and niagara hotel, niagara falls, beautiful stunning waterfall, waterfalls and lakes, canada, a river flowing with waterfall, lakes and waterfalls, waterfalls in the background, ancient ruins and waterfalls, vibrant water river, huge waterfalls, toronto city, waterfall falling into a lake, beautiful waterfall, scenic colorful environment, fantastic background landscape, beautiful landscape background, beautiful border",3,3,3,multi_detector,0.6216535108010292,10.807426,2.4721081,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
669,"mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora, banff national park, spectacular rocky mountains, rocky mountains and a river, british columbia, mountains and lakes, canada, large rocky mountain, mountains background, beatiful mountain background, rocky mountains",1,3,3,multi_detector,0.6200241279851185,16.61619,4.9321337,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
2213,"a large waterfall, niagara falls, immense waterfall, beautiful stunning waterfall, huge waterfalls, huge waterfall, mist from waterfall, waterfall(beautiful, beautiful waterfall, water fall, waterfall falling down, several waterfalls, stunning waterfall, water falls, cascading waterfalls, water cascading, a river flowing with waterfall, high waterfalls, waterfall. fog, multiple waterfalls",3,3,3,multi_detector,0.9807433858196195,10.488945,2.3372304,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
678,"niagara falls in niagara, ontario, niagara falls, beautiful stunning waterfall, a river flowing with waterfall, waterfall(beautiful, beautiful waterfall, waterfalls and lakes, with waterfalls and river, lakes and waterfalls, scenic view of river, water fall, huge waterfalls, really beautiful nature, peaceful beautiful waterfall, with a waterfalls, with waterfalls, vibrant water river, high waterfalls",3,3,3,multi_detector,0.7500341162052556,10.87085,2.498968,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
177,"a lake surrounded by mountains and trees, lakeside mountains, banff national park, mountains and lakes, mountain lakes, rocky mountains and a river, mountain lake, spectacular rocky mountains, lake blue, rocky mountains, scenic mountain setting, breathtaking mountains, beautiful mountains, a lake between mountains, spectacular mountains, mountain range, teal landscape, british columbia, mountain water, behind that turquoise mountains",1,3,3,multi_detector,0.8730565329689404,9.055521,1.7301718,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1716,"mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora lake, mora, banff national park, spectacular rocky mountains, mountains and lakes, rocky mountains and a river, rocky mountains, british columbia, spectacular mountains, lakeside mountains, canada, large rocky mountain, breathtaking mountains, majestic mountains, beautiful mountains",1,3,3,multi_detector,0.6734050243443523,16.59664,4.9238544,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
695,"niagara falls in niagara, ontario, niagara falls, waterfalls and lakes, a river flowing with waterfall, beautiful stunning waterfall, huge waterfalls, lakes and waterfalls, inspired by Henry Carr, multiple waterfalls, several waterfalls, ancient ruins and waterfalls, cascading waterfalls, panoramic photography, national geography photography, high waterfalls, waterfalls in the background, white water rapids, huge waterfall",3,3,3,multi_detector,0.9812271889804083,10.745553,2.4459045,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
184,"niagara falls, niagara, niagara falls, niagara falls, niagara falls, niagara falls, niagara falls, niagara, niagara falls, waterfalls and lakes, lakes and waterfalls, several waterfalls, multiple waterfalls, waterfalls in the background, beautiful stunning waterfall, huge waterfalls, waterfall falling into a lake, ancient ruins and waterfalls, water falls, waterfalls, high waterfalls",3,3,3,multi_detector,0.9509176342907855,12.743566,3.2920678,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
1719,"a waterfall with water flowing down it, niagara falls, beautiful stunning waterfall, immense waterfall, huge waterfalls, stunning waterfall, water cascading, water splashes cascades, a river flowing with waterfall, cascading waterfalls, multiple waterfalls, beautiful waterfall, an endless waterfall, waterfall falling down, waterfall falling into a lake, waterfall(beautiful, huge waterfall, several waterfalls",3,3,3,multi_detector,0.980217401544453,10.504295,2.3437312,0,-1,-1,"[ERROR al generar explicación: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}]"
